challengeID,materialHardship
2,0
4,0
11,0.181818182
15,0
17,0.363636364
21,0.090909091
22,0.363636364
29,0.090909091
32,0.272727273
41,0.090909091
48,0.090909091
50,0.181818182
51,0.272727273
65,0
74,0
77,0
78,0
82,0
86,0.090909091
89,0
95,0
96,0
100,0
108,0
112,0.272727273
113,0
116,0
117,0
118,0.090909091
121,0.090909091
128,0.090909091
130,0
132,0
134,0.181818182
136,0.090909091
139,0.181818182
140,0
141,0.181818182
142,0.181818182
149,0
154,0.090909091
156,0.090909091
158,0.272727273
159,0
160,0.363636364
164,0
166,0
169,0
175,0.090909091
177,0.181818182
179,0
181,0
194,0.272727273
197,0
200,0.272727273
202,0.090909091
211,0.454545455
213,0
216,0.090909091
228,0
229,0
231,0
240,0
245,0
246,0
250,0.090909091
252,0.636363636
255,0.272727273
261,0.090909091
264,0
267,0.090909091
268,0
269,0.090909091
270,0
274,0.272727273
276,0
277,0.636363636
284,0.090909091
286,0.363636364
290,0.090909091
293,0.363636364
294,0.090909091
296,0
303,0.181818182
312,0.272727273
322,0
327,0
328,0
329,0
337,0
345,0.090909091
349,0
350,0.272727273
353,0
358,0
360,0
362,0
363,0
364,0.181818182
370,0.090909091
374,0.090909091
375,0
383,0
384,0
387,0
392,0.272727273
395,0.454545455
404,0.272727273
412,0.272727273
414,0
415,0
416,0.090909091
418,0
419,0
420,0.090909091
431,0
438,0
444,0.545454545
451,0
452,0
457,0
460,0
461,0.090909091
467,0
469,0.636363636
472,0.363636364
473,0
479,0
486,0.636363636
488,0.272727273
491,0
503,0.090909091
504,0
506,0.272727273
518,0.272727273
519,0
523,0
526,0
527,0
531,0.090909091
538,0.181818182
541,0.272727273
543,0
549,0.454545455
550,0
552,0
556,0
558,0
567,0
570,0
571,0.090909091
593,0.090909091
595,0.272727273
597,0
600,0
605,0
611,0.272727273
613,0.090909091
615,0
621,0.454545455
623,0
626,0.090909091
630,0.181818182
638,0.181818182
640,0
642,0.363636364
649,0.545454545
657,0.454545455
658,0
662,0
663,0
665,0
674,0
675,0.363636364
681,0.363636364
682,0
689,0.272727273
691,0
694,0
702,0
705,0
709,0
710,0.363636364
711,0.363636364
716,0
718,0
721,0.272727273
722,0.454545455
724,0.363636364
735,0.818181818
739,0.090909091
747,0.090909091
749,0.636363636
752,0.090909091
757,0.181818182
765,0
768,0
769,0.363636364
770,0.090909091
771,0.272727273
773,0
774,0
777,0
780,0.090909091
784,0.272727273
786,0.272727273
787,0
788,0
789,0.090909091
792,0.454545455
802,0.181818182
804,0.181818182
810,0
815,0
821,0
838,0
839,0
845,0
850,0
851,0.090909091
853,0.090909091
857,0.363636364
864,0
867,0.454545455
868,0
880,0.454545455
881,0.272727273
888,0
895,0.272727273
896,0
898,0
903,0
906,0.090909091
913,0.090909091
916,0
919,0
921,0.363636364
926,0
927,0
930,0
932,0
934,0
937,0.090909091
940,0.363636364
944,0
946,0
949,0
957,0
969,0
970,0.090909091
973,0.090909091
977,0.090909091
978,0.090909091
984,0
987,0.454545455
988,0
989,0.545454545
992,0.181818182
997,0.090909091
999,0
1015,0
1016,0.090909091
1020,0
1021,0
1022,0.272727273
1030,0
1031,0.454545455
1036,0
1037,0.363636364
1038,0
1046,0
1051,0
1054,0.090909091
1056,0.272727273
1057,0.181818182
1058,0.272727273
1061,0
1063,0
1068,0.272727273
1073,0.090909091
1074,0
1078,0
1080,0
1082,0.090909091
1084,0.090909091
1086,0.363636364
1088,0.181818182
1089,0
1093,0
1094,0
1101,0
1111,0.272727273
1112,0
1117,0.181818182
1120,0.363636364
1121,0.181818182
1131,0.181818182
1132,0.090909091
1136,0.181818182
1137,0.454545455
1141,0.181818182
1142,0
1150,0
1151,0.454545455
1156,0
1162,0.454545455
1165,0.272727273
1168,0
1170,0.090909091
1175,0.545454545
1182,0.090909091
1186,0
1187,0
1188,0
1190,0
1191,0.181818182
1192,0.090909091
1197,0.181818182
1202,0.181818182
1203,0.272727273
1208,0.363636364
1210,0.272727273
1213,0.272727273
1216,0
1217,0
1221,0.363636364
1224,0
1235,0.090909091
1236,0.363636364
1240,0.090909091
1244,0
1245,0.181818182
1260,0.545454545
1261,0.545454545
1270,0.090909091
1274,0
1281,0
1287,0.090909091
1290,0.272727273
1292,0
1296,0
1299,0.363636364
1309,0.181818182
1311,0.636363636
1313,0.181818182
1317,0.090909091
1320,0
1324,0.090909091
1328,0.090909091
1338,0.090909091
1343,0.181818182
1347,0
1354,0
1357,0
1360,0
1369,0.272727273
1370,0
1377,0.090909091
1379,0
1380,0.272727273
1381,0
1385,0
1396,0.272727273
1406,0.363636364
1407,0.181818182
1409,0
1415,0
1419,0
1427,0.181818182
1429,0
1431,0
1438,0
1439,0.363636364
1440,0
1441,0.454545455
1443,0
1446,0
1451,0.181818182
1454,0
1455,0.090909091
1456,0.181818182
1457,0
1461,0
1464,0
1482,0.090909091
1489,0.272727273
1492,0.181818182
1493,0
1497,0
1502,0.090909091
1504,0
1507,0
1508,0.545454545
1515,0.090909091
1516,0.090909091
1519,0.090909091
1520,0
1522,0.090909091
1526,0
1531,0.727272727
1536,0.363636364
1541,0.090909091
1544,0
1548,0.181818182
1549,0.272727273
1558,0.090909091
1559,0.181818182
1575,0.090909091
1579,0
1581,0
1582,0
1586,0
1595,0.090909091
1597,0.090909091
1601,0
1607,0.363636364
1617,0
1623,0
1644,0.090909091
1645,0.545454545
1649,0
1656,0
1662,0
1665,0.363636364
1671,0
1683,0.090909091
1685,0.272727273
1687,0
1689,0
1693,0.181818182
1697,0.181818182
1698,0.181818182
1700,0.272727273
1704,0.181818182
1708,0
1710,0.090909091
1711,0.454545455
1714,0
1717,0
1718,0.363636364
1721,0
1728,0.181818182
1730,0
1731,0
1738,0.181818182
1742,0.272727273
1743,0
1749,0.090909091
1767,0.181818182
1770,0
1778,0.090909091
1779,0
1780,0
1781,0
1782,0.181818182
1789,0.090909091
1794,0
1805,0.090909091
1818,0
1828,0
1832,0.181818182
1840,0.181818182
1843,0.181818182
1845,0.181818182
1854,0.090909091
1855,0.090909091
1857,0
1862,0
1865,0
1867,0.272727273
1877,0
1882,0
1889,0.181818182
1890,0
1892,0.636363636
1895,0
1896,0.181818182
1898,0.272727273
1899,0.272727273
1902,0.090909091
1905,0
1908,0.090909091
1913,0.090909091
1915,0
1924,0
1929,0
1931,0
1934,0
1935,0
1939,0.181818182
1943,0.363636364
1944,0
1945,0.181818182
1946,0.181818182
1947,0
1948,0.090909091
1949,0
1951,0
1959,0
1961,0
1963,0.363636364
1964,0
1967,0
1974,0
1975,0.090909091
1977,0
1979,0.090909091
1982,0
1983,0.090909091
1984,0
1985,0.090909091
1987,0.454545455
1990,0.272727273
1991,0.090909091
1996,0
1998,0.090909091
1999,0
2000,0.090909091
2009,0.090909091
2011,0
2013,0
2017,0
2021,0
2023,0.181818182
2026,0.545454545
2031,0.090909091
2037,0
2040,0
2044,0.272727273
2047,0
2053,0
2064,0.363636364
2068,0
2072,0
2074,0.181818182
2080,0.090909091
2081,0
2088,0
2091,0.090909091
2098,0.545454545
2105,0
2106,0
2108,0
2116,0.090909091
2122,0
2123,0
2131,0.272727273
2132,0.090909091
2136,0
2138,0.181818182
2145,0.363636364
2152,0
2153,0.545454545
2159,0
2161,0.181818182
2163,0.363636364
2164,0
2167,0
2168,0.181818182
2170,0
2172,0.181818182
2176,0.363636364
2179,0.181818182
2183,0
2188,0
2191,0
2192,0
2202,0
2204,0
2214,0
2219,0
2225,0
2226,0
2229,0
2237,0.454545455
2240,0
2242,0.272727273
2245,0
2246,0
2247,0.090909091
2250,0
2252,0.454545455
2253,0.181818182
2254,0.090909091
2262,0.090909091
2269,0
2270,0.454545455
2275,0
2276,0
2281,0.363636364
2293,0
2299,0
2300,0.454545455
2303,0.090909091
2308,0.090909091
2318,0
2319,0
2320,0.090909091
2327,0.636363636
2330,0
2343,0
2347,0.272727273
2352,0
2360,0.090909091
2368,0.090909091
2371,0.090909091
2377,0.727272727
2388,0.181818182
2390,0.181818182
2393,0.181818182
2396,0
2400,0
2401,0.363636364
2402,0
2404,0.272727273
2405,0
2414,0
2417,0
2419,0.363636364
2421,0
2428,0.545454545
2429,0
2433,0
2435,0
2442,0
2451,0
2452,0.727272727
2454,0
2462,0.181818182
2467,0
2472,0.545454545
2474,0.090909091
2478,0
2482,0
2485,0
2488,0.090909091
2492,0
2495,0.454545455
2506,0.090909091
2510,0
2511,0
2513,0
2514,0.363636364
2515,0.090909091
2518,0
2519,0
2520,0.454545455
2529,0
2534,0.363636364
2538,0.090909091
2539,0.363636364
2548,0.272727273
2549,0.181818182
2550,0.272727273
2552,0
2555,0.272727273
2557,0
2563,0
2573,0
2574,0
2578,0
2586,0.090909091
2592,0
2593,0
2597,0.090909091
2599,0
2601,0.181818182
2602,0
2605,0.181818182
2619,0.090909091
2622,0.181818182
2626,0
2654,0
2659,0.090909091
2662,0.272727273
2663,0
2666,0
2671,0
2672,0
2687,0
2694,0
2697,0
2698,0
2699,0
2701,0.090909091
2703,0.363636364
2707,0
2709,0.363636364
2712,0
2713,0.090909091
2715,0.454545455
2722,0
2732,0
2737,0
2738,0
2739,0
2749,0.272727273
2754,0
2761,0
2763,0.090909091
2770,0
2771,0.545454545
2774,0
2779,0
2781,0.090909091
2784,0
2793,0.545454545
2794,0
2797,0.181818182
2813,0.181818182
2817,0
2822,0
2824,0.181818182
2832,0
2837,0.090909091
2839,0
2840,0.181818182
2846,0
2851,0
2856,0.090909091
2862,0
2868,0
2870,0.090909091
2885,0
2889,0
2894,0
2899,0
2903,0
2904,0
2909,0.545454545
2921,0
2922,0
2923,0.181818182
2930,0
2932,0.181818182
2935,0.181818182
2938,0.090909091
2944,0.363636364
2950,0
2951,0.363636364
2955,0.090909091
2956,0
2959,0.272727273
2960,0
2963,0.454545455
2965,0
2969,0.090909091
2977,0
2985,0
2993,0
3000,0.363636364
3001,0.090909091
3004,0
3006,0.363636364
3014,0
3016,0.090909091
3024,0
3027,0
3033,0
3036,0
3037,0
3040,0.090909091
3041,0.181818182
3044,0.272727273
3045,0.090909091
3051,0.090909091
3062,0.272727273
3065,0
3066,0
3067,0
3072,0.181818182
3073,0
3079,0
3090,0.090909091
3091,0
3092,0.181818182
3093,0.090909091
3094,0
3095,0
3097,0
3098,0
3108,0
3115,0
3118,0
3119,0
3120,0.272727273
3124,0.181818182
3127,0
3133,0
3135,0.272727273
3140,0.272727273
3146,0
3157,0
3168,0.090909091
3171,0
3172,0
3176,0.272727273
3178,0
3181,0.545454545
3182,0
3183,0
3187,0
3188,0
3189,0
3194,0.090909091
3195,0.272727273
3209,0.363636364
3215,0.272727273
3218,0.090909091
3234,0.181818182
3235,0.363636364
3240,0
3245,0.272727273
3247,0.363636364
3253,0.090909091
3256,0.272727273
3258,0
3260,0.090909091
3261,0.272727273
3262,0.454545455
3269,0.272727273
3275,0
3276,0.181818182
3278,0
3282,0
3287,0
3291,0
3292,0.090909091
3300,0
3302,0
3305,0.272727273
3306,0
3309,0.363636364
3314,0.090909091
3316,0
3318,0
3320,0
3321,0
3324,0.272727273
3326,0.181818182
3327,0
3342,0
3348,0.181818182
3349,0
3357,0.272727273
3358,0
3362,0.454545455
3372,0.181818182
3377,0.090909091
3383,0
3393,0
3403,0.272727273
3409,0
3414,0.181818182
3415,0.272727273
3418,0
3419,0
3421,0.181818182
3431,0
3432,0
3435,0
3443,0.090909091
3447,0
3453,0.090909091
3454,0.090909091
3458,0
3462,0
3464,0
3465,0.090909091
3467,0
3469,0
3471,0
3472,0.272727273
3473,0.454545455
3483,0
3489,0.090909091
3490,0.181818182
3491,0.090909091
3498,0
3499,0
3501,0.090909091
3508,0
3512,0
3513,0.181818182
3516,0
3525,0
3526,0.090909091
3527,0.636363636
3531,0.272727273
3533,0.090909091
3536,0.090909091
3542,0
3543,0.272727273
3548,0
3551,0
3553,0.181818182
3555,0
3557,0.090909091
3558,0.363636364
3561,0.090909091
3564,0
3577,0.090909091
3584,0.272727273
3593,0.181818182
3597,0
3598,0
3600,0
3601,0
3603,0
3604,0.272727273
3607,0.272727273
3611,0.454545455
3614,0.181818182
3617,0.090909091
3622,0.272727273
3624,0.181818182
3626,0
3628,0.181818182
3630,0
3631,0.181818182
3635,0
3637,0.090909091
3641,0.181818182
3647,0.090909091
3653,0
3655,0.090909091
3657,0.090909091
3660,0
3662,0.181818182
3672,0
3673,0
3674,0.181818182
3679,0.181818182
3682,0.181818182
3691,0.090909091
3693,0
3698,0
3712,0.181818182
3717,0.090909091
3719,0.181818182
3722,0
3727,0
3729,0
3731,0
3732,0.090909091
3735,0.090909091
3737,0
3738,0.181818182
3739,0
3740,0
3748,0
3749,0
3750,0
3754,0.272727273
3756,0
3758,0.363636364
3764,0.363636364
3767,0
3768,0.090909091
3777,0
3784,0.181818182
3786,0.818181818
3787,0
3788,0.454545455
3790,0.272727273
3794,0
3795,0
3796,0.090909091
3797,0.090909091
3801,0.636363636
3805,0
3808,0
3810,0
3812,0.272727273
3817,0
3822,0.090909091
3827,0.454545455
3829,0.181818182
3840,0.090909091
3842,0
3845,0
3848,0.090909091
3859,0
3860,0.272727273
3861,0
3868,0.272727273
3875,0.090909091
3879,0
3880,0
3881,0.090909091
3886,0
3889,0
3890,0
3892,0
3896,0
3901,0.363636364
3903,0.272727273
3904,0.181818182
3906,0.090909091
3908,0.090909091
3912,0
3913,0
3917,0
3921,0.181818182
3929,0.272727273
3931,0
3933,0.545454545
3936,0.090909091
3945,0
3952,0
3954,0
3957,0
3966,0.090909091
3971,0
3975,0
3977,0.272727273
3978,0
3985,0.545454545
3986,0
3989,0.272727273
3990,0.090909091
3994,0
3997,0
3998,0.272727273
3999,0
4000,0
4001,0.272727273
4003,0
4010,0.090909091
4012,0.090909091
4018,0.181818182
4038,0
4039,0
